Order ID,Actual Delivery Date,Delay Reason,Driver ID,Driver Name,Hub Name,Is Delayed,Is On Time,Order Date,Order Status,Vehicle Name,Vehicle Type,Customer Satisfaction Score,Delivery Time Hours,Hub Processing Time Hours
1809,17-03-2024,,35,Daniel Rodriguez,Houston Hub,FALSE,TRUE,17-03-2024,Delivered,FT-028,Pickup,5,6.05,0.87
23431,02-12-2024,,35,Daniel Rodriguez,Houston Hub,FALSE,TRUE,01-12-2024,Delivered,FT-028,Pickup,5,36.66,1.04
11781,03-07-2023,,35,Daniel Rodriguez,Houston Hub,FALSE,TRUE,02-07-2023,Delivered,FT-028,Pickup,5,30.64,1.43
5733,13-12-2024,,35,Daniel Rodriguez,Houston Hub,FALSE,TRUE,13-12-2024,Delivered,FT-028,Pickup,5,15.97,1.54
18685,18-09-2024,,35,Daniel Rodriguez,Houston Hub,FALSE,TRUE,17-09-2024,Delivered,FT-028,Pickup,5,44.73,1.77
10120,18-12-2023,,35,Daniel Rodriguez,Houston Hub,FALSE,TRUE,17-12-2023,Delivered,FT-028,Pickup,5,28.28,2.03
7879,25-07-2024,,35,Daniel Rodriguez,Houston Hub,FALSE,TRUE,24-07-2024,Delivered,FT-028,Pickup,5,46.45,2.04
9617,01-06-2024,,35,Daniel Rodriguez,Houston Hub,FALSE,TRUE,31-05-2024,Delivered,FT-028,Pickup,5,33.57,2.37
22670,09-11-2023,,35,Daniel Rodriguez,Houston Hub,FALSE,TRUE,08-11-2023,Delivered,FT-028,Pickup,5,42.53,2.41
12480,18-10-2023,,35,Daniel Rodriguez,Houston Hub,FALSE,TRUE,16-10-2023,Delivered,FT-028,Pickup,5,51.44,2.44
14748,06-02-2023,,35,Daniel Rodriguez,Houston Hub,FALSE,TRUE,06-02-2023,Delivered,FT-028,Pickup,5,6.68,3.23
20956,15-10-2024,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,14-10-2024,Delivered,FT-028,Pickup,5,45.71,0.55
10266,07-12-2023,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,05-12-2023,Delivered,FT-028,Pickup,5,52.11,0.69
24258,28-12-2024,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,28-12-2024,Delivered,FT-028,Pickup,5,23.05,0.84
8769,09-09-2024,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,09-09-2024,Delivered,FT-028,Pickup,5,6.7,1.09
27736,24-06-2024,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,23-06-2024,Delivered,FT-028,Pickup,5,42.43,1.2
4835,30-03-2024,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,28-03-2024,Delivered,FT-028,Pickup,5,50.39,1.31
7252,28-11-2024,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,27-11-2024,Delivered,FT-028,Pickup,5,36.17,1.55
6372,18-03-2024,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,18-03-2024,Delivered,FT-028,Pickup,5,13.36,1.74
8162,07-12-2023,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,07-12-2023,Delivered,FT-028,Pickup,5,21.08,1.82
21887,18-05-2023,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,17-05-2023,Delivered,FT-028,Pickup,5,33.37,2.29
13727,15-04-2024,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,14-04-2024,Delivered,FT-028,Pickup,5,46.48,2.3
18812,03-08-2024,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,02-08-2024,Delivered,FT-028,Pickup,5,47.89,2.42
15624,15-03-2023,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,15-03-2023,Delivered,FT-028,Pickup,5,21.8,2.59
11213,03-05-2023,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,03-05-2023,Delivered,FT-028,Pickup,5,16.81,2.84
20679,28-10-2023,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,26-10-2023,Delivered,FT-028,Pickup,5,53.81,3.06
19262,29-03-2023,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,28-03-2023,Delivered,FT-028,Pickup,5,39.45,3.27
7317,06-11-2023,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,06-11-2023,Delivered,FT-028,Pickup,5,16.41,3.51
6267,27-08-2023,,32,Daniel Thomas,Houston Hub,FALSE,TRUE,25-08-2023,Delivered,FT-028,Pickup,5,60.45,3.71
12607,15-09-2024,,10,Daniel Williams,Houston Hub,FALSE,TRUE,15-09-2024,Delivered,FT-028,Pickup,5,4.72,0.51
11378,16-06-2024,,10,Daniel Williams,Houston Hub,FALSE,TRUE,16-06-2024,Delivered,FT-028,Pickup,5,18.66,0.52
17567,17-10-2023,,10,Daniel Williams,Houston Hub,FALSE,TRUE,15-10-2023,Delivered,FT-028,Pickup,5,66.14,1.17
13702,29-09-2024,,10,Daniel Williams,Houston Hub,FALSE,TRUE,29-09-2024,Delivered,FT-028,Pickup,5,19.85,1.3
2064,14-11-2023,,10,Daniel Williams,Houston Hub,FALSE,TRUE,13-11-2023,Delivered,FT-028,Pickup,5,25.86,1.45
15626,11-05-2023,,10,Daniel Williams,Houston Hub,FALSE,TRUE,11-05-2023,Delivered,FT-028,Pickup,5,14.36,1.48
3940,13-09-2024,,10,Daniel Williams,Houston Hub,FALSE,TRUE,13-09-2024,Delivered,FT-028,Pickup,5,14.72,1.49
7285,06-06-2023,,10,Daniel Williams,Houston Hub,FALSE,TRUE,06-06-2023,Delivered,FT-028,Pickup,5,6.74,1.63
11715,10-11-2023,,10,Daniel Williams,Houston Hub,FALSE,TRUE,09-11-2023,Delivered,FT-028,Pickup,5,43.07,1.91
4969,18-08-2024,,10,Daniel Williams,Houston Hub,FALSE,TRUE,17-08-2024,Delivered,FT-028,Pickup,5,40.33,1.91
19504,22-06-2023,,10,Daniel Williams,Houston Hub,FALSE,TRUE,22-06-2023,Delivered,FT-028,Pickup,5,7.09,2.12
12946,19-06-2023,,10,Daniel Williams,Houston Hub,FALSE,TRUE,18-06-2023,Delivered,FT-028,Pickup,5,36.22,2.46
26417,23-11-2024,,10,Daniel Williams,Houston Hub,FALSE,TRUE,22-11-2024,Delivered,FT-028,Pickup,5,46.07,2.57
4977,20-07-2023,,10,Daniel Williams,Houston Hub,FALSE,TRUE,20-07-2023,Delivered,FT-028,Pickup,5,4.67,2.64
7539,17-01-2024,,10,Daniel Williams,Houston Hub,FALSE,TRUE,17-01-2024,Delivered,FT-028,Pickup,5,2.93,2.68
1834,15-10-2024,,22,David Wilson,Houston Hub,FALSE,TRUE,13-10-2024,Delivered,FT-028,Pickup,5,62.2,0.79
24518,04-03-2023,,22,David Wilson,Houston Hub,FALSE,TRUE,03-03-2023,Delivered,FT-028,Pickup,5,40.19,1.2
27636,09-01-2023,,22,David Wilson,Houston Hub,FALSE,TRUE,08-01-2023,Delivered,FT-028,Pickup,5,43.88,1.37
9340,15-10-2023,,22,David Wilson,Houston Hub,FALSE,TRUE,15-10-2023,Delivered,FT-028,Pickup,5,23.11,1.47
8359,29-04-2024,,22,David Wilson,Houston Hub,FALSE,TRUE,28-04-2024,Delivered,FT-028,Pickup,5,45.9,1.53
17294,13-04-2023,,22,David Wilson,Houston Hub,FALSE,TRUE,13-04-2023,Delivered,FT-028,Pickup,5,5.35,1.67
21048,05-08-2023,,22,David Wilson,Houston Hub,FALSE,TRUE,04-08-2023,Delivered,FT-028,Pickup,5,42.06,2.16
25069,09-09-2024,,22,David Wilson,Houston Hub,FALSE,TRUE,08-09-2024,Delivered,FT-028,Pickup,5,26.78,2.77
11650,10-06-2024,,22,David Wilson,Houston Hub,FALSE,TRUE,10-06-2024,Delivered,FT-028,Pickup,5,13.81,2.81
17236,21-02-2024,,22,David Wilson,Houston Hub,FALSE,TRUE,19-02-2024,Delivered,FT-028,Pickup,5,54.26,2.88
4438,04-06-2023,,22,David Wilson,Houston Hub,FALSE,TRUE,02-06-2023,Delivered,FT-028,Pickup,5,61.35,3.06
10826,25-10-2024,,22,David Wilson,Houston Hub,FALSE,TRUE,23-10-2024,Delivered,FT-028,Pickup,5,48.03,3.27
23660,21-07-2024,,22,David Wilson,Houston Hub,FALSE,TRUE,19-07-2024,Delivered,FT-028,Pickup,5,64.35,3.63
5493,02-08-2023,,2,Jennifer Lopez,Houston Hub,FALSE,TRUE,01-08-2023,Delivered,FT-028,Pickup,5,31.53,0.59
11348,25-04-2024,,2,Jennifer Lopez,Houston Hub,FALSE,TRUE,25-04-2024,Delivered,FT-028,Pickup,5,23.82,0.63
20352,19-06-2023,,2,Jennifer Lopez,Houston Hub,FALSE,TRUE,19-06-2023,Delivered,FT-028,Pickup,5,2.67,0.69
18939,26-10-2024,,2,Jennifer Lopez,Houston Hub,FALSE,TRUE,26-10-2024,Delivered,FT-028,Pickup,5,17.78,1.18
4358,20-08-2024,,2,Jennifer Lopez,Houston Hub,FALSE,TRUE,18-08-2024,Delivered,FT-028,Pickup,5,53.03,1.37
6880,20-12-2024,,2,Jennifer Lopez,Houston Hub,FALSE,TRUE,19-12-2024,Delivered,FT-028,Pickup,5,44.45,1.5
9349,14-06-2023,,2,Jennifer Lopez,Houston Hub,FALSE,TRUE,13-06-2023,Delivered,FT-028,Pickup,5,31.03,1.52
23252,30-09-2024,,2,Jennifer Lopez,Houston Hub,FALSE,TRUE,29-09-2024,Delivered,FT-028,Pickup,5,47.13,1.82
18205,08-09-2023,,2,Jennifer Lopez,Houston Hub,FALSE,TRUE,07-09-2023,Delivered,FT-028,Pickup,5,31.95,1.83
21337,10-12-2023,,2,Jennifer Lopez,Houston Hub,FALSE,TRUE,08-12-2023,Delivered,FT-028,Pickup,5,58.28,3.08
12987,25-12-2023,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,24-12-2023,Delivered,FT-028,Pickup,5,38.85,0.73
26335,10-02-2024,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,08-02-2024,Delivered,FT-028,Pickup,5,50.09,1.09
17644,20-04-2023,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,18-04-2023,Delivered,FT-028,Pickup,5,56.33,1.33
12572,10-06-2024,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,10-06-2024,Delivered,FT-028,Pickup,5,10.33,1.34
10501,11-08-2023,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,10-08-2023,Delivered,FT-028,Pickup,5,29.23,1.61
26567,13-06-2024,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,13-06-2024,Delivered,FT-028,Pickup,5,21.32,1.65
19830,18-07-2023,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,16-07-2023,Delivered,FT-028,Pickup,5,57.98,1.96
12372,06-10-2024,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,05-10-2024,Delivered,FT-028,Pickup,5,33.88,2.37
21913,24-04-2023,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,22-04-2023,Delivered,FT-028,Pickup,5,52.29,2.81
6133,01-12-2024,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,01-12-2024,Delivered,FT-028,Pickup,5,2.98,2.87
8733,05-09-2024,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,04-09-2024,Delivered,FT-028,Pickup,5,40.96,2.94
4575,07-06-2023,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,06-06-2023,Delivered,FT-028,Pickup,5,31.16,3.09
14637,01-06-2023,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,01-06-2023,Delivered,FT-028,Pickup,5,4.15,3.16
3393,19-05-2024,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,17-05-2024,Delivered,FT-028,Pickup,5,54.21,3.32
5245,28-08-2023,,28,Jennifer Rodriguez,Houston Hub,FALSE,TRUE,27-08-2023,Delivered,FT-028,Pickup,5,28.66,3.59
15140,17-02-2023,,37,Jessica Jones,Houston Hub,FALSE,TRUE,15-02-2023,Delivered,FT-028,Pickup,5,65.94,0.67
8597,28-09-2024,,37,Jessica Jones,Houston Hub,FALSE,TRUE,27-09-2024,Delivered,FT-028,Pickup,5,45.38,0.72
1706,11-03-2023,,37,Jessica Jones,Houston Hub,FALSE,TRUE,11-03-2023,Delivered,FT-028,Pickup,5,16.66,0.81
24001,01-09-2024,,37,Jessica Jones,Houston Hub,FALSE,TRUE,01-09-2024,Delivered,FT-028,Pickup,5,22.06,1
13908,12-03-2024,,37,Jessica Jones,Houston Hub,FALSE,TRUE,11-03-2024,Delivered,FT-028,Pickup,5,36,1.07
14582,14-05-2024,,37,Jessica Jones,Houston Hub,FALSE,TRUE,14-05-2024,Delivered,FT-028,Pickup,5,7.79,1.17
23744,26-06-2024,,37,Jessica Jones,Houston Hub,FALSE,TRUE,24-06-2024,Delivered,FT-028,Pickup,5,49.8,1.58
5879,20-08-2023,,37,Jessica Jones,Houston Hub,FALSE,TRUE,18-08-2023,Delivered,FT-028,Pickup,5,57.03,2.02
7007,12-06-2023,,37,Jessica Jones,Houston Hub,FALSE,TRUE,11-06-2023,Delivered,FT-028,Pickup,5,42.84,2.12
22801,17-11-2024,,37,Jessica Jones,Houston Hub,FALSE,TRUE,17-11-2024,Delivered,FT-028,Pickup,5,5.34,2.26
15544,15-03-2023,,37,Jessica Jones,Houston Hub,FALSE,TRUE,15-03-2023,Delivered,FT-028,Pickup,5,20.55,3.07
15852,08-11-2024,,37,Jessica Jones,Houston Hub,FALSE,TRUE,06-11-2024,Delivered,FT-028,Pickup,5,48.27,3.29
27969,10-02-2024,,37,Jessica Jones,Houston Hub,FALSE,TRUE,09-02-2024,Delivered,FT-028,Pickup,5,25.88,3.51
2733,16-08-2023,,37,Jessica Jones,Houston Hub,FALSE,TRUE,16-08-2023,Delivered,FT-028,Pickup,5,18.27,3.92
24932,13-03-2024,,29,Matthew Williams,Houston Hub,FALSE,TRUE,11-03-2024,Delivered,FT-028,Pickup,5,51.73,0.79
25306,08-06-2023,,29,Matthew Williams,Houston Hub,FALSE,TRUE,08-06-2023,Delivered,FT-028,Pickup,5,6.3,1.15
20604,29-09-2023,,29,Matthew Williams,Houston Hub,FALSE,TRUE,29-09-2023,Delivered,FT-028,Pickup,5,11.71,1.23
20839,18-04-2024,,29,Matthew Williams,Houston Hub,FALSE,TRUE,17-04-2024,Delivered,FT-028,Pickup,5,42.06,1.3
4625,12-05-2023,,29,Matthew Williams,Houston Hub,FALSE,TRUE,12-05-2023,Delivered,FT-028,Pickup,5,12.23,1.46
7668,05-04-2024,,29,Matthew Williams,Houston Hub,FALSE,TRUE,03-04-2024,Delivered,FT-028,Pickup,5,49.17,1.53
19591,09-07-2024,,29,Matthew Williams,Houston Hub,FALSE,TRUE,09-07-2024,Delivered,FT-028,Pickup,5,5.62,1.56
19041,24-09-2023,,29,Matthew Williams,Houston Hub,FALSE,TRUE,24-09-2023,Delivered,FT-028,Pickup,5,15.17,1.72
8380,11-09-2023,,29,Matthew Williams,Houston Hub,FALSE,TRUE,10-09-2023,Delivered,FT-028,Pickup,5,38.86,1.73
7773,10-09-2024,,29,Matthew Williams,Houston Hub,FALSE,TRUE,08-09-2024,Delivered,FT-028,Pickup,5,60.02,1.92
7863,07-03-2023,,29,Matthew Williams,Houston Hub,FALSE,TRUE,07-03-2023,Delivered,FT-028,Pickup,5,4.57,1.96
16237,12-06-2024,,29,Matthew Williams,Houston Hub,FALSE,TRUE,10-06-2024,Delivered,FT-028,Pickup,5,52.58,2.38
10132,07-10-2024,,29,Matthew Williams,Houston Hub,FALSE,TRUE,07-10-2024,Delivered,FT-028,Pickup,5,10.23,2.89
20520,11-12-2023,,29,Matthew Williams,Houston Hub,FALSE,TRUE,11-12-2023,Delivered,FT-028,Pickup,5,7.85,2.92
2409,13-07-2023,,29,Matthew Williams,Houston Hub,FALSE,TRUE,12-07-2023,Delivered,FT-028,Pickup,5,26.52,3.05
4982,24-02-2023,,29,Matthew Williams,Houston Hub,FALSE,TRUE,24-02-2023,Delivered,FT-028,Pickup,5,21.69,3.81
27917,28-05-2023,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,28-05-2023,Delivered,FT-028,Pickup,5,17.36,0.73
27284,28-09-2023,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,27-09-2023,Delivered,FT-028,Pickup,5,40.88,0.74
18882,13-07-2023,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,13-07-2023,Delivered,FT-028,Pickup,5,8.04,0.85
20842,05-05-2023,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,04-05-2023,Delivered,FT-028,Pickup,5,25.26,1.19
8437,09-04-2024,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,08-04-2024,Delivered,FT-028,Pickup,5,41.18,1.43
2595,08-03-2024,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,06-03-2024,Delivered,FT-028,Pickup,5,48.17,1.52
22756,04-06-2023,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,04-06-2023,Delivered,FT-028,Pickup,5,6.13,2.09
10529,01-01-2025,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,30-12-2024,Delivered,FT-028,Pickup,5,58.02,2.43
10056,07-03-2023,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,07-03-2023,Delivered,FT-028,Pickup,5,3.88,2.56
18526,26-03-2023,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,26-03-2023,Delivered,FT-028,Pickup,5,14.69,2.65
22038,30-12-2024,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,30-12-2024,Delivered,FT-028,Pickup,5,14.9,2.89
26137,10-05-2024,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,10-05-2024,Delivered,FT-028,Pickup,5,20.36,3.02
24716,31-08-2023,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,29-08-2023,Delivered,FT-028,Pickup,5,65.75,3.04
4790,03-10-2024,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,03-10-2024,Delivered,FT-028,Pickup,5,21.72,3.29
10028,25-03-2024,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,24-03-2024,Delivered,FT-028,Pickup,5,24.91,3.76
21445,04-05-2023,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,02-05-2023,Delivered,FT-028,Pickup,5,66.44,3.78
3642,09-03-2024,,6,Nancy Thompson,Houston Hub,FALSE,TRUE,08-03-2024,Delivered,FT-028,Pickup,5,32.27,3.83
16875,03-05-2023,,9,Patricia Jones,Houston Hub,FALSE,TRUE,03-05-2023,Delivered,FT-028,Pickup,5,2.4,0.83
9273,01-08-2023,,9,Patricia Jones,Houston Hub,FALSE,TRUE,01-08-2023,Delivered,FT-028,Pickup,5,13.88,0.94
18291,04-08-2023,,9,Patricia Jones,Houston Hub,FALSE,TRUE,04-08-2023,Delivered,FT-028,Pickup,5,19.33,1.02
24906,21-08-2023,,9,Patricia Jones,Houston Hub,FALSE,TRUE,19-08-2023,Delivered,FT-028,Pickup,5,54.41,1.22
4510,18-08-2023,,9,Patricia Jones,Houston Hub,FALSE,TRUE,17-08-2023,Delivered,FT-028,Pickup,5,44.61,1.51
16374,24-03-2024,,9,Patricia Jones,Houston Hub,FALSE,TRUE,24-03-2024,Delivered,FT-028,Pickup,5,20.86,2.12
18887,27-09-2023,,9,Patricia Jones,Houston Hub,FALSE,TRUE,25-09-2023,Delivered,FT-028,Pickup,5,50.15,2.31
6419,28-11-2023,,9,Patricia Jones,Houston Hub,FALSE,TRUE,28-11-2023,Delivered,FT-028,Pickup,5,8.72,3.07
23034,02-09-2023,,9,Patricia Jones,Houston Hub,FALSE,TRUE,01-09-2023,Delivered,FT-028,Pickup,5,38.61,3.15
4257,05-10-2023,,9,Patricia Jones,Houston Hub,FALSE,TRUE,03-10-2023,Delivered,FT-028,Pickup,5,48.66,3.3
8246,05-09-2024,,9,Patricia Jones,Houston Hub,FALSE,TRUE,04-09-2024,Delivered,FT-028,Pickup,5,41.05,3.32
5184,30-03-2024,,9,Patricia Jones,Houston Hub,FALSE,TRUE,29-03-2024,Delivered,FT-028,Pickup,5,40.16,3.89
20481,21-07-2024,,30,Robert Clark,Houston Hub,FALSE,TRUE,19-07-2024,Delivered,FT-028,Pickup,5,52.04,0.65
5940,10-02-2023,,30,Robert Clark,Houston Hub,FALSE,TRUE,08-02-2023,Delivered,FT-028,Pickup,5,48.2,1.01
18370,24-12-2023,,30,Robert Clark,Houston Hub,FALSE,TRUE,24-12-2023,Delivered,FT-028,Pickup,5,23.43,1.02
10462,24-08-2024,,30,Robert Clark,Houston Hub,FALSE,TRUE,23-08-2024,Delivered,FT-028,Pickup,5,39.81,1.16
22260,26-10-2023,,30,Robert Clark,Houston Hub,FALSE,TRUE,26-10-2023,Delivered,FT-028,Pickup,5,13.89,1.35
5881,18-06-2024,,30,Robert Clark,Houston Hub,FALSE,TRUE,18-06-2024,Delivered,FT-028,Pickup,5,9.08,1.39
25877,05-10-2023,,30,Robert Clark,Houston Hub,FALSE,TRUE,05-10-2023,Delivered,FT-028,Pickup,5,6.99,1.43
10199,18-06-2024,,30,Robert Clark,Houston Hub,FALSE,TRUE,17-06-2024,Delivered,FT-028,Pickup,5,35.53,1.53
21814,31-07-2023,,30,Robert Clark,Houston Hub,FALSE,TRUE,30-07-2023,Delivered,FT-028,Pickup,5,37.59,1.66
7338,11-09-2024,,30,Robert Clark,Houston Hub,FALSE,TRUE,09-09-2024,Delivered,FT-028,Pickup,5,63.39,1.8
4333,27-08-2024,,30,Robert Clark,Houston Hub,FALSE,TRUE,27-08-2024,Delivered,FT-028,Pickup,5,11.08,1.86
6329,19-10-2024,,30,Robert Clark,Houston Hub,FALSE,TRUE,17-10-2024,Delivered,FT-028,Pickup,5,66.75,2.09
6964,13-07-2024,,30,Robert Clark,Houston Hub,FALSE,TRUE,13-07-2024,Delivered,FT-028,Pickup,5,5.44,2.16
23026,11-03-2023,,30,Robert Clark,Houston Hub,FALSE,TRUE,10-03-2023,Delivered,FT-028,Pickup,5,24.46,2.28
6909,23-09-2023,,30,Robert Clark,Houston Hub,FALSE,TRUE,22-09-2023,Delivered,FT-028,Pickup,5,47.28,2.56
16068,08-10-2023,,30,Robert Clark,Houston Hub,FALSE,TRUE,08-10-2023,Delivered,FT-028,Pickup,5,5.43,2.74
21744,03-12-2023,,30,Robert Clark,Houston Hub,FALSE,TRUE,03-12-2023,Delivered,FT-028,Pickup,5,7.55,2.77
15239,14-02-2023,,30,Robert Clark,Houston Hub,FALSE,TRUE,14-02-2023,Delivered,FT-028,Pickup,5,21.65,2.8
7256,15-04-2024,,30,Robert Clark,Houston Hub,FALSE,TRUE,14-04-2024,Delivered,FT-028,Pickup,5,33.71,3.66
27298,28-11-2024,,30,Robert Clark,Houston Hub,FALSE,TRUE,26-11-2024,Delivered,FT-028,Pickup,5,59.71,3.7
8804,21-09-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,19-09-2023,Delivered,FT-028,Pickup,5,60.81,0.59
16330,06-06-2024,,14,Sarah Davis,Houston Hub,FALSE,TRUE,06-06-2024,Delivered,FT-028,Pickup,5,15.48,0.74
22913,21-03-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,20-03-2023,Delivered,FT-028,Pickup,5,40,0.8
26479,25-07-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,23-07-2023,Delivered,FT-028,Pickup,5,48.5,0.8
17652,13-09-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,13-09-2023,Delivered,FT-028,Pickup,5,2.7,0.83
4078,20-12-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,20-12-2023,Delivered,FT-028,Pickup,5,9.19,1.1
23570,08-08-2024,,14,Sarah Davis,Houston Hub,FALSE,TRUE,08-08-2024,Delivered,FT-028,Pickup,5,6.99,1.28
19454,31-03-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,30-03-2023,Delivered,FT-028,Pickup,5,25.86,1.41
3287,17-08-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,17-08-2023,Delivered,FT-028,Pickup,5,22.31,1.61
11923,07-06-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,05-06-2023,Delivered,FT-028,Pickup,5,52.88,1.69
22614,28-03-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,26-03-2023,Delivered,FT-028,Pickup,5,60.85,1.85
24309,30-04-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,29-04-2023,Delivered,FT-028,Pickup,5,26.72,1.87
19638,19-10-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,19-10-2023,Delivered,FT-028,Pickup,5,13.51,2.23
2691,09-01-2024,,14,Sarah Davis,Houston Hub,FALSE,TRUE,07-01-2024,Delivered,FT-028,Pickup,5,51.33,2.23
16030,13-09-2024,,14,Sarah Davis,Houston Hub,FALSE,TRUE,12-09-2024,Delivered,FT-028,Pickup,5,31.57,2.39
6281,16-05-2024,,14,Sarah Davis,Houston Hub,FALSE,TRUE,16-05-2024,Delivered,FT-028,Pickup,5,14.16,2.47
21140,25-08-2024,,14,Sarah Davis,Houston Hub,FALSE,TRUE,24-08-2024,Delivered,FT-028,Pickup,5,35.28,2.49
24941,15-04-2023,,14,Sarah Davis,Houston Hub,FALSE,TRUE,14-04-2023,Delivered,FT-028,Pickup,5,41.34,2.6
20074,08-01-2024,,14,Sarah Davis,Houston Hub,FALSE,TRUE,08-01-2024,Delivered,FT-028,Pickup,5,16.07,2.94
4824,16-08-2024,,14,Sarah Davis,Houston Hub,FALSE,TRUE,14-08-2024,Delivered,FT-028,Pickup,5,52.51,2.97
4792,23-09-2024,,14,Sarah Davis,Houston Hub,FALSE,TRUE,22-09-2024,Delivered,FT-028,Pickup,5,29.73,3.13
16588,03-06-2024,,14,Sarah Davis,Houston Hub,FALSE,TRUE,03-06-2024,Delivered,FT-028,Pickup,5,12.69,3.21
18733,20-09-2023,,48,Sarah Moore,Houston Hub,FALSE,TRUE,19-09-2023,Delivered,FT-028,Pickup,5,45.73,0.72
25316,17-12-2023,,48,Sarah Moore,Houston Hub,FALSE,TRUE,17-12-2023,Delivered,FT-028,Pickup,5,11.35,0.8
16202,23-02-2024,,48,Sarah Moore,Houston Hub,FALSE,TRUE,23-02-2024,Delivered,FT-028,Pickup,5,17.64,0.84
1829,21-06-2024,,48,Sarah Moore,Houston Hub,FALSE,TRUE,19-06-2024,Delivered,FT-028,Pickup,5,60.9,1.01
10486,25-03-2023,,48,Sarah Moore,Houston Hub,FALSE,TRUE,24-03-2023,Delivered,FT-028,Pickup,5,35.82,1.25
1513,16-05-2023,,48,Sarah Moore,Houston Hub,FALSE,TRUE,16-05-2023,Delivered,FT-028,Pickup,5,16.99,1.27
14201,28-05-2024,,48,Sarah Moore,Houston Hub,FALSE,TRUE,28-05-2024,Delivered,FT-028,Pickup,5,13.46,1.39
2484,18-02-2023,,48,Sarah Moore,Houston Hub,FALSE,TRUE,18-02-2023,Delivered,FT-028,Pickup,5,23.17,1.56
23867,17-06-2024,,48,Sarah Moore,Houston Hub,FALSE,TRUE,16-06-2024,Delivered,FT-028,Pickup,5,29.79,1.62
1852,01-03-2023,,48,Sarah Moore,Houston Hub,FALSE,TRUE,28-02-2023,Delivered,FT-028,Pickup,5,24.67,1.69
19214,04-04-2023,,48,Sarah Moore,Houston Hub,FALSE,TRUE,03-04-2023,Delivered,FT-028,Pickup,5,40.65,1.82
25104,16-02-2023,,48,Sarah Moore,Houston Hub,FALSE,TRUE,15-02-2023,Delivered,FT-028,Pickup,5,32.48,2.09
7105,25-09-2023,,48,Sarah Moore,Houston Hub,FALSE,TRUE,25-09-2023,Delivered,FT-028,Pickup,5,5.67,2.47
14328,01-03-2024,,48,Sarah Moore,Houston Hub,FALSE,TRUE,28-02-2024,Delivered,FT-028,Pickup,5,56.62,3.21
